,p_hat,CI_upper,CI_lower,num_exp
0,0.93,0.9800078962992034,0.8799921037007967,100.0
1,0.936,0.9663393308558288,0.9056606691441713,250.0
2,0.932,0.9540660959039116,0.9099339040960885,500.0
3,0.952,0.9672987712914224,0.9367012287085775,750.0
4,0.948,0.9617611247369151,0.9342388752630848,1000.0
5,0.9333333333333333,0.9459567006706366,0.92070996599603,1500.0
6,0.9325,0.9434953586491088,0.9215046413508912,2000.0
7,0.9416,0.950792163386995,0.932407836613005,2500.0
8,0.9396666666666667,0.9481869303280629,0.9311464030052704,3000.0
9,0.9428571428571428,0.9505469950497544,0.9351672906645313,3500.0
10,0.93775,0.945237404733398,0.9302625952666019,4000.0
11,0.9431111111111111,0.9498787470903919,0.9363434751318304,4500.0
12,0.9386,0.9452540728203853,0.9319459271796147,5000.0
13,0.9369090909090909,0.9433344716231212,0.9304837101950606,5500.0
14,0.9415,0.9474382784901783,0.9355617215098218,6000.0
15,0.937076923076923,0.9429800756724876,0.9311737704813584,6500.0
16,0.9338571428571428,0.9396792577163857,0.9280350279978999,7000.0
17,0.9342666666666667,0.9398751536248887,0.9286581797084447,7500.0
18,0.938125,0.9434044788972566,0.9328455211027433,8000.0
19,0.9428235294117647,0.9477593856975212,0.9378876731260083,8500.0
20,0.9432222222222222,0.9480032695599523,0.9384411748844921,9000.0
21,0.9384210526315789,0.9432549930138445,0.9335871122493133,9500.0
22,0.9385,0.9432087191448218,0.9337912808551782,10000.0
23,0.9352727272727273,0.9398706803814313,0.9306747741640232,11000.0
24,0.9391666666666667,0.9434432763013467,0.9348900570319867,12000.0
25,0.9397692307692308,0.9438589757730351,0.9356794857654265,13000.0
26,0.9365714285714286,0.9406087840601169,0.9325340730827403,14000.0
27,0.9382,0.9420534028419268,0.9343465971580732,15000.0
28,0.93775,0.9414937023666989,0.934006297633301,16000.0
29,0.939764705882353,0.9433412098667363,0.9361882018979696,17000.0
30,0.9411111111111111,0.9445502440919353,0.9376719781302869,18000.0
31,0.9401578947368421,0.9435305746108847,0.9367852148627994,19000.0
32,0.93935,0.9426579749766,0.9360420250234001,20000.0
