,p_hat,CI_upper,CI_lower,num_exp
0,0.95,0.9927164247079471,0.9072835752920528,100.0
1,0.948,0.9755222494738303,0.9204777505261696,250.0
2,0.94,0.9608162569876117,0.9191837430123881,500.0
3,0.9146666666666666,0.9346610604328464,0.8946722729004869,750.0
4,0.927,0.943123131205048,0.9108768687949521,1000.0
5,0.9313333333333333,0.9441309181884534,0.9185357484782133,1500.0
6,0.9295,0.9407189535197223,0.9182810464802776,2000.0
7,0.9388,0.948195942236968,0.9294040577630319,2500.0
8,0.9376666666666666,0.9463177775456842,0.929015555787649,3000.0
9,0.9408571428571428,0.9486721083114199,0.9330421774028658,3500.0
10,0.9385,0.9459451386798386,0.9310548613201614,4000.0
11,0.9342222222222222,0.9414650228333664,0.9269794216110779,4500.0
12,0.9328,0.9397397207342918,0.9258602792657081,5000.0
13,0.9358181818181818,0.9422951012323832,0.9293412624039803,5500.0
14,0.9343333333333333,0.9406008554198342,0.9280658112468325,6000.0
15,0.9333846153846154,0.9394465186500054,0.9273227121192253,6500.0
16,0.9325714285714286,0.9384458094721662,0.926697047670691,7000.0
17,0.9342666666666667,0.9398751536248887,0.9286581797084447,7500.0
18,0.935125,0.9405223007276571,0.9297276992723429,8000.0
19,0.9347058823529412,0.9399577424048748,0.9294540223010075,8500.0
20,0.9351111111111111,0.9402002419186146,0.9300219803036076,9000.0
21,0.9368421052631579,0.9417335067541872,0.9319507037721286,9500.0
22,0.9437,0.9482177195352933,0.9391822804647066,10000.0
23,0.9376363636363636,0.9421552839665969,0.9331174433061303,11000.0
24,0.93625,0.9406211275345611,0.931878872465439,12000.0
25,0.937076923076923,0.9412510823076257,0.9329027638462204,13000.0
26,0.9380714285714286,0.9420639527820251,0.934078904360832,14000.0
27,0.9376,0.9414708251636539,0.9337291748363461,15000.0
28,0.9354375,0.9392454010728093,0.9316295989271908,16000.0
29,0.9366470588235294,0.9403088620934215,0.9329852555536373,17000.0
30,0.936,0.9395755244308032,0.9324244755691969,18000.0
31,0.9404210526315789,0.9437867795403869,0.937055325722771,19000.0
32,0.9353,0.9387092645346482,0.9318907354653518,20000.0
