,p_hat,CI_upper,CI_lower,num_exp
0,0.98,1.0074394957835608,0.9525605042164392,100.0
1,0.96,0.9842909051881279,0.935709094811872,250.0
2,0.936,0.9574531465848188,0.9145468534151813,500.0
3,0.9453333333333334,0.9616027222828646,0.9290639443838021,750.0
4,0.941,0.9556039019534546,0.9263960980465453,1000.0
5,0.9493333333333334,0.9604320558412125,0.9382346108254542,1500.0
6,0.944,0.9540765787620892,0.9339234212379107,2000.0
7,0.9496,0.958175584050664,0.941024415949336,2500.0
8,0.9443333333333334,0.952537750445627,0.9361289162210397,3000.0
9,0.9482857142857143,0.9556222145603366,0.940949214011092,3500.0
10,0.95025,0.9569880398792442,0.9435119601207559,4000.0
11,0.9482222222222222,0.9546961612118978,0.9417482832325466,4500.0
12,0.9498,0.955852447486965,0.943747552513035,5000.0
13,0.9454545454545454,0.9514561359075534,0.9394529550015375,5500.0
14,0.9431666666666667,0.949024921397454,0.9373084119358794,6000.0
15,0.9492307692307692,0.9545675284378257,0.9438940100237128,6500.0
16,0.9437142857142857,0.9491133491051433,0.9383152223234281,7000.0
17,0.9416,0.9469070980059165,0.9362929019940834,7500.0
18,0.948125,0.9529847614475175,0.9432652385524825,8000.0
19,0.9487058823529412,0.9533955083285155,0.9440162563773669,8500.0
20,0.9458888888888889,0.9505629041294732,0.9412148736483046,9000.0
21,0.9491578947368421,0.9535753003968477,0.9447404890768365,9500.0
22,0.9496,0.953887792025332,0.945312207974668,10000.0
