,p_hat,CI_upper,CI_lower,num_exp
0,0.95,0.9927164247079471,0.9072835752920528,100.0
1,0.98,0.9973542609045277,0.9626457390954722,250.0
2,0.942,0.9624881401853581,0.9215118598146418,500.0
3,0.9506666666666667,0.9661656004525985,0.9351677328807348,750.0
4,0.948,0.9617611247369151,0.9342388752630848,1000.0
5,0.9473333333333334,0.9586370636353807,0.936029603031286,1500.0
6,0.949,0.9586416483409937,0.9393583516590062,2000.0
7,0.956,0.964039580183907,0.9479604198160929,2500.0
8,0.945,0.9531580190039326,0.9368419809960673,3000.0
9,0.9497142857142857,0.9569541906878383,0.9424743807407332,3500.0
10,0.951,0.9576896961736974,0.9443103038263025,4000.0
11,0.9457777777777778,0.9523942279035155,0.9391613276520402,4500.0
12,0.9462,0.9524538246295268,0.9399461753704733,5000.0
13,0.9549090909090909,0.9603930253706592,0.9494251564475227,5500.0
14,0.9513333333333334,0.9567777909760193,0.9458888756906474,6000.0
15,0.9493846153846154,0.9547137142609926,0.9440555165082382,6500.0
16,0.9477142857142857,0.9529289854576563,0.9424995859709152,7000.0
17,0.9538666666666666,0.9586142075488399,0.9491191257844934,7500.0
18,0.95425,0.9588285686579414,0.9496714313420587,8000.0
19,0.9503529411764706,0.9549706639073791,0.9457352184455622,8500.0
20,0.9475555555555556,0.9521610782003619,0.9429500329107493,9000.0
21,0.9502105263157895,0.9545843872907527,0.9458366653408263,9500.0
22,0.9476,0.9519674330931666,0.9432325669068334,10000.0
23,0.954,0.957914757381166,0.9500852426188339,11000.0
24,0.9489166666666666,0.9528558946785406,0.9449774386547927,12000.0
25,0.9496153846153846,0.9533754834424968,0.9458552857882725,13000.0
26,0.9483571428571429,0.952022996852563,0.9446912888617228,14000.0
27,0.9494,0.9529075375865981,0.945892462413402,15000.0
28,0.9510625,0.9544053240525304,0.9477196759474696,16000.0
29,0.947764705882353,0.9511093962422033,0.9444200155225027,17000.0
30,0.9508333333333333,0.9539919681666796,0.947674698499987,18000.0
31,0.947,0.9501855484504197,0.9438144515495802,19000.0
32,0.9499,0.9529233672193619,0.946876632780638,20000.0
